1001;2855,20;350
1002;2856,62;350
1003;2858,04;349
1004;2859,47;349
1005;2860,89;349
1006;2862,31;349
1007;2863,73;349
1008;2865,15;349
1009;2866,57;348
1010;2867,99;348
1011;2869,40;348
1012;2870,82;348
1013;2872,24;348
1014;2873,65;347
1015;2875,07;347
1016;2876,48;347
1017;2877,90;347
1018;2879,31;347
1019;2880,72;347
1020;2882,13;346
1021;2883,54;346
1022;2884,95;346
1023;2886,36;346
1024;2887,77;346
1025;2889,18;346
1026;2890,59;345
1027;2891,99;345
1028;2893,40;345
1029;2894,80;345
1030;2896,21;345
1031;2897,61;345
1032;2899,02;344
1033;2900,42;344
1034;2901,82;344
1035;2903,22;344
1036;2904,62;344
1037;2906,02;344
1038;2907,42;343
1039;2908,82;343
1040;2910,22;343
1041;2911,61;343
1042;2913,01;343
1043;2914,41;343
1044;2915,80;342
1045;2917,20;342
1046;2918,59;342
1047;2919,98;342
1048;2921,38;342
1049;2922,77;342
1050;2924,16;341
1051;2925,55;341
1052;2926,94;341
1053;2928,33;341
1054;2929,72;341
1055;2931,10;341
1056;2932,49;341
1057;2933,88;340
1058;2935,26;340
1059;2936,65;340
1060;2938,03;340
1061;2939,42;340
1062;2940,80;340
1063;2942,18;339
1064;2943,57;339
1065;2944,95;339
1066;2946,33;339
1067;2947,71;339
1068;2949,09;339
1069;2950,47;338
1070;2951,84;338
1071;2953,22;338
1072;2954,60;338
1073;2955,97;338
1074;2957,35;338
1075;2958,73;337
1076;2960,10;337
1077;2961,47;337
1078;2962,85;337
1079;2964,22;337
1080;2965,59;337
1081;2966,96;337
1082;2968,33;336
1083;2969,70;336
1084;2971,07;336
1085;2972,44;336
1086;2973,81;336
1087;2975,17;336
1088;2976,54;335
1089;2977,91;335
1090;2979,27;335
1091;2980,64;335
1092;2982,00;335
1093;2983,36;335
1094;2984,73;335
1095;2986,09;334
1096;2987,45;334
1097;2988,81;334
1098;2990,17;334
1099;2991,53;334
1100;2992,89;334
1101;2994,25;333
1102;2995,61;333
1103;2996,97;333
1104;2998,32;333
1105;2999,68;333
1106;3001,03;333
1107;3002,39;333
1108;3003,74;332
1109;3005,10;332
1110;3006,45;332
1111;3007,80;332
1112;3009,15;332
1113;3010,51;332
1114;3011,86;332
1115;3013,21;331
1116;3014,56;331
1117;3015,90;331
1118;3017,25;331
1119;3018,60;331
1120;3019,95;331
1121;3021,29;330
1122;3022,64;330
1123;3023,99;330
1124;3025,33;330
1125;3026,67;330
1126;3028,02;330
1127;3029,36;330
